centroid_lat,centroid_lon,height_m,material_type,attenuation_db,footprint_area_m2
34.00409878318619,71.47973495980418,71.0,concrete,20,2326.948374431678
34.004572961247014,71.47970720170787,48.09,concrete,20,3140.8023767492523
33.99986935600875,71.47594651080348,,concrete,20,2832.8233440258095
34.003614299999995,71.54243,,concrete,20,648.1330516425908
34.00163107277454,71.54376727969311,,concrete,20,1388.7296925977118
34.00195294957175,71.54403774504145,,concrete,20,1293.9120299080419
34.003628899999995,71.54315840000001,,concrete,20,480.1986971738399
34.0023683,71.54598415000001,,concrete,20,480.5863220125543
34.00380404624851,71.54386587202603,,concrete,20,566.5347843004247
34.00310735295033,71.54260888683504,,concrete,20,1518.5475032168201
34.00340809331485,71.54402321184729,,concrete,20,351.707242247018
34.00002181635513,71.54352584197329,,concrete,20,1220.1282369897606
34.00238876892818,71.55016369632754,,concrete,20,2052.3264871982733
34.00284435792561,71.54734006392657,,concrete,20,1172.6696439044629
34.003212957042976,71.54733590820898,,concrete,20,2256.1046473784227
34.002799350000004,71.53291129999998,,concrete,20,1025.4157275901339
34.00365242213719,71.53314014717373,,concrete,20,1057.4482669975976
34.002922872462946,71.54873243749009,,concrete,20,405.6799915384345
34.0001668,71.54867145,,concrete,20,501.18002884050406
33.998887274969604,71.54454164158564,7.0,concrete,20,1951.4461867491004
34.001787500000006,71.5308864,,concrete,20,1528.9009260548764
34.003161549999994,71.5335752,,concrete,20,1056.6461854968668
34.00399187805252,71.53380485319848,,concrete,20,1238.7618235900102
34.00247089999999,71.53877754999999,,concrete,20,1089.929355662267
34.00346982878811,71.53424750284472,,concrete,20,1164.6034395099528
34.003373454398485,71.5396647665901,,concrete,20,341.6994680865883
34.00063650928303,71.54969180825168,,concrete,20,976.2837096941403
34.00277444999999,71.53943749999999,,concrete,20,1436.4823399983877
34.00276502523017,71.53809166427375,,concrete,20,1272.702153732289
33.998279450000005,71.54393615,,concrete,20,1064.456073276192
34.00328746839711,71.53246482250913,,concrete,20,1021.4761154474476
34.0038298253006,71.54032446630016,,concrete,20,742.5955493014151
34.00083298566935,71.53177988311062,,concrete,20,2441.0770943022867
34.01518286841036,71.59950575899003,,concrete,20,4987.463619514885
34.0159736,71.61225445,,concrete,20,337.5520403709718
34.015908526014925,71.61267575397828,,concrete,20,2737.0784824645493
34.0160901047455,71.61324842183535,,concrete,20,1150.8515580038152
34.016268413887154,71.61652890971467,,concrete,20,1953.7657420228688
33.97054374116776,71.41671429946354,7.0,wood,6,442.9846316702556
34.00836636460881,71.48773585425249,10.5,concrete,20,5011.512865373837
34.012490543483224,71.48651182013738,,concrete,20,480.3577247301866
34.00525087926184,71.47777292860198,,concrete,20,3535.704369006431
33.99959766093569,71.49446772065174,,concrete,20,424.9639758615306
33.9966776747944,71.48604124633208,,concrete,20,10529.124594442876
33.99714966019722,71.48538261092851,,concrete,20,2048.234138155257
33.99799902563237,71.47783708331457,,concrete,20,182.06721341047165
33.997238351660634,71.48471593216186,,concrete,20,576.4400602883
33.99749696102797,71.48482319194936,,concrete,20,494.8974262806028
33.9966677199207,71.48469160815118,,concrete,20,459.476808255118
33.996927532300624,71.48040680238238,,wood,6,738.409229122138
34.000535997979576,71.49617888753951,,concrete,20,393.70786857820246
33.99605447529302,71.48492063054735,,concrete,20,3590.883552246558
33.996659547565265,71.4836099741221,,concrete,20,928.7502883172108
33.99668199999999,71.48323704999999,,wood,6,238.56366419953034
33.996410670682465,71.48329284138511,,wood,6,489.3946977703448
34.001982892546195,71.4981402846505,,concrete,20,2826.925644962905
33.96890466192989,71.41719489920666,,glass,12,4245.861293408574
33.99662987299302,71.48512033225721,,concrete,20,2525.415307680407
33.9695552111424,71.41695620211327,,concrete,20,509.9110552871502
33.99654442774984,71.48696356670925,,concrete,20,2159.3716921621753
33.969601648840545,71.41737369480849,7.0,concrete,20,327.8331611633491
33.99710571872203,71.48671798934386,,concrete,20,2070.877733722203
33.969359236476386,71.41692239956136,10.5,concrete,20,428.6782073302859
33.96941295350257,71.41743260249153,14.0,concrete,20,284.6005784789173
34.007800599999996,71.48703025,,concrete,20,1292.3721472231537
34.007739274500075,71.48838705826932,,concrete,20,2504.7154132757073
33.97000959099986,71.41630736759448,,concrete,20,533.3435308716424
34.00019330208769,71.49579972761977,,concrete,20,19.68998898591217
34.016642797644266,71.49434321347199,,wood,6,28.8992947324211
34.01012266516078,71.48207293033744,,concrete,20,1365.7467011072547
33.988671333441594,71.43494037445848,7.0,concrete,20,892.5240122119717
33.98855620131219,71.43568735514802,7.0,concrete,20,3309.001307181787
33.96455975422736,71.44755517055869,,wood,6,417.3428396588584
33.9660562776006,71.41259586918181,,concrete,20,237.3754129218392
34.00162500058388,71.49983036746207,,concrete,20,3029.734426003719
34.013680814662145,71.55753658743414,,concrete,20,191.9151705531217
34.01401995,71.55789335,,concrete,20,456.8700427384738
33.996106805251074,71.45990074179358,,concrete,20,777.8849784935792
34.01356485508858,71.45567534515318,7.0,wood,6,61.515597181260354
34.013389172098115,71.45578105400882,10.5,wood,6,362.2246402233998
34.013940313083346,71.55743388588614,,glass,12,794.6479926446042
34.01348275,71.55708075000001,,glass,12,421.2603841313501
34.01290470928359,71.55823330625431,,concrete,20,2227.497084218475
34.01170461933145,71.55768977795168,,concrete,20,1071.1126453181273
34.01115997141316,71.55029961198613,35.0,concrete,20,4508.549897499526
34.0032717206713,71.497771928682,,concrete,20,261.4702282534437
34.019666174516765,71.489843374515,,concrete,20,1749.1231282607914
33.99831066687477,71.49178286953521,,concrete,20,308.0642434504771
33.998955917180446,71.49292799862472,,concrete,20,334.83694194112036
33.99002694982624,71.44158011493303,,concrete,20,469.19996507724386
34.00004026089303,71.49525647808693,,concrete,20,743.8231989596194
34.003472048829344,71.49522343057833,,concrete,20,1117.7584851468678
33.954908266203546,71.43854355950108,,concrete,20,5357.333472280583
34.0112647431835,71.57215685874465,,concrete,20,3020.9948153286223
34.01311529105087,71.5721469010836,,concrete,20,1259.236925113562
34.0150893241216,71.57492080449461,,concrete,20,231.14056637143293
34.015016453236385,71.57363972802023,,concrete,20,847.840532411001
34.01411290290027,71.5583012789656,,concrete,20,116.82132260639146
34.01407798861923,71.55887058633277,,concrete,20,1023.2235382216007
34.01272313653455,71.56450620908448,,concrete,20,1061.7840386852458
34.01405369084911,71.55842300496475,,concrete,20,818.9302298483947
34.014191594624414,71.56259736140186,,concrete,20,2037.8073928020988
34.0306562835832,71.57611928760247,,concrete,20,2625.1428042061907
34.030312810373566,71.57702173811671,,concrete,20,496.12681339626647
34.02974468138852,71.57665801975897,,concrete,20,1736.8201368274454
34.031961231079435,71.57795209098009,,concrete,20,623.2680071658997
34.030120224212205,71.5771398286233,,concrete,20,225.87164965667813
34.002602203300064,71.48592415391857,,concrete,20,662.2145027542807
34.0006875,71.48535215,7.0,concrete,20,880.9124174280835
34.000886239029,71.48452502415782,,concrete,20,1003.9677680836932
34.00140210646253,71.48539281013278,,concrete,20,1507.7593440141925
34.00120603959817,71.48580397409597,,concrete,20,556.7776120474001
34.001236201684215,71.48499676129585,,concrete,20,349.9915706275708
34.00232973337268,71.48445402181348,,concrete,20,1390.213377893476
34.00325755689008,71.484465869532,,concrete,20,2013.7666761972234
34.001663678741394,71.48546286110474,,concrete,20,1950.7790223072882
34.01404377943283,71.5366118185931,,concrete,20,259.1748484530666
34.01339880430251,71.53403486380356,,concrete,20,521.5752941590654
34.01260987774407,71.53255282046719,,concrete,20,124.9718954053968
34.01240522279837,71.53236153327596,,concrete,20,67.25290008371164
34.01224425,71.53220915,,concrete,20,228.3785462905434
34.01293925,71.53287410000002,,concrete,20,57.95730201618457
34.01271695,71.53314019999999,,concrete,20,64.40279069959892
34.00391919308095,71.48214312466658,29.42,concrete,20,1381.0363493889827
34.00790040907872,71.46248621429315,,wood,6,1027.3191797440234
34.00785775069059,71.46203145616202,,concrete,20,160.05233261158912
34.00810360743873,71.46211105821205,,wood,6,387.2052463796818
34.008086607871306,71.46192483787645,,concrete,20,44.90092366690394
34.00825106997166,71.46234036853366,,concrete,20,521.9096006263123
33.98981007575692,71.5189557644168,,concrete,20,14076.924267220595
33.98922949156561,71.51832987735276,,concrete,20,448.8203132381819
33.96542614190923,71.52132326578777,,concrete,20,1014.851966596023
33.96564302741044,71.52081162259267,,concrete,20,800.1931948431129
33.965719835263926,71.52164382195323,,concrete,20,544.3907472760881
33.96595675163949,71.52139031814772,,concrete,20,456.7923975673383
33.9662623120319,71.52083852311003,,concrete,20,687.8650758051729
33.963485116983456,71.49896107862203,,concrete,20,2163.4355560821787
34.00957489792648,71.56869874846198,,concrete,20,3897.4563111978605
34.0101922069387,71.56915944454364,,concrete,20,1975.5709503403136
34.01021788595219,71.56792910717259,,concrete,20,6284.35231451218
34.01132310881532,71.5688535038314,,concrete,20,1988.385064153609
34.01108742111782,71.5699275959257,,concrete,20,2714.111071853724
34.01088786226574,71.57072710279843,,concrete,20,2727.670077265709
34.010139027870565,71.56714801722602,,concrete,20,556.7088894436715
34.0100488029019,71.56664492557124,,concrete,20,530.4758900929933
34.009519719204505,71.5665286054752,,concrete,20,1705.110641087561
34.00943783972728,71.56781046474144,,concrete,20,744.8640868104081
34.00915818464058,71.56825424362968,,concrete,20,980.5725237534481
34.010649923483165,71.56743115899098,,concrete,20,264.6799492090407
34.01066486703403,71.56874736980885,,concrete,20,1491.4884005113581
34.01051403840963,71.56942932085215,,concrete,20,729.0416573450036
34.00869963239483,71.55633584807448,,concrete,20,63365.6348955062
34.00442394232441,71.50318420378376,21.0,glass,12,959.6110122474915
34.00472661821245,71.50352058918847,21.0,glass,12,1482.827335642177
34.004841619931064,71.504128269765,,glass,12,1407.0656430166252
34.00566054907747,71.50541077391567,,glass,12,2601.5613427262006
34.005864611347356,71.50578368712068,,glass,12,2091.9821534604343
34.00737119911531,71.50893150129788,,glass,12,1149.965105002862
34.002056022895694,71.49892386893686,,glass,12,477.58850268445883
34.00133698607491,71.49915946350256,,concrete,20,710.3475804329138
33.997246221683106,71.49130165570344,,concrete,20,775.7668945066333
33.998222350000006,71.49039359999999,,concrete,20,491.7531010416786
34.00517224386877,71.484501774416,,concrete,20,5543.058435710016
34.00476915,71.4836049,,concrete,20,1068.417875357886
34.004202666666664,71.48371026666666,52.21,concrete,20,2208.951323151621
34.0039743537217,71.48326460334205,76.59,concrete,20,872.3087831885199
34.00617503789157,71.48832923074167,,concrete,20,976.6342436893692
34.000801754365455,71.48398043834976,,concrete,20,1120.8243429004406
34.00206052043038,71.4837269446557,,concrete,20,729.9160964214099
34.0023891,71.48342035,,concrete,20,770.0837987032961
34.0015989,71.48239484999999,,concrete,20,215.6046077326793
34.002070497557675,71.4814045172378,42.58,concrete,20,2040.1013217670093
34.001805496972075,71.48129827523934,,concrete,20,259.3498049041778
33.99989137243585,71.5353042239677,,glass,12,3384.9962571474407
33.999511143301774,71.5350254106347,,concrete,20,500.0057826930081
34.005388273551006,71.4800750728833,7.0,concrete,20,5790.492287712209
33.98446056873873,71.5265956899379,,glass,12,1467.7018750770637
33.9856659,71.5183721,,concrete,20,1114.667479332301
33.982756768900586,71.51951453095484,,concrete,20,384.663118802016
33.98149370880455,71.51950912277121,,concrete,20,333.4319911734507
33.9820120498834,71.51941654997863,,concrete,20,418.16486232520197
33.98315577153647,71.51790129523039,,concrete,20,381.93755414861926
33.98195590343392,71.51804191635111,,concrete,20,393.67090673999957
33.982424675851426,71.51795179351936,,concrete,20,377.2937711065364
33.980761055608475,71.51964869943663,,concrete,20,408.47960711854995
33.98098594986303,71.51803235332038,,concrete,20,374.07785381557005
33.98064407629094,71.51733258747267,,concrete,20,433.2650606072517
33.97994407044131,71.51727575834914,,concrete,20,418.96523736114887
33.97965965095534,71.51868106566431,,concrete,20,433.8164710939006
33.97968139995046,71.51779280467507,,concrete,20,447.9030546064985
33.98001654798643,71.51909624651275,,concrete,20,435.88678274872495
33.98040735303143,71.51986660561342,,concrete,20,404.21170642604994
33.98571522154819,71.5176521565463,,concrete,20,437.8293476566412
33.98501249767966,71.51772800023846,,concrete,20,435.25257015437666
33.998409099972264,71.51552389974557,,concrete,20,455.31789033151546
33.998502333422785,71.51641090387726,,concrete,20,360.1902127971375
33.99942269402102,71.51586657304041,,concrete,20,503.51102685015087
34.000152836933026,71.5159844714174,,concrete,20,422.14223746678636
34.000178463893434,71.5173063813478,,concrete,20,521.931292196107
34.000787313027544,71.51680168977879,,concrete,20,432.9616938185133
33.99912841693113,71.5185908587592,,concrete,20,393.9322693572769
33.998984575206194,71.51772590750359,,concrete,20,473.17121835915276
33.998923822929775,71.51730748215215,,concrete,20,393.5165868279842
34.007375512604895,71.51486324654095,,concrete,20,406.2347074548582
34.00673768094323,71.51529482310069,,concrete,20,440.4451762547328
33.99720892859671,71.50682593090788,,concrete,20,786.5339947227967
33.997671502980886,71.50571138710444,,concrete,20,772.8414819218649
33.99964492150336,71.50426081481424,,concrete,20,389.7404301617598
34.00019455087252,71.50353759964351,,concrete,20,240.53370986566836
33.99940336340399,71.50597444676369,,concrete,20,266.40425379386136
33.99590527070498,71.50878453903468,,concrete,20,124.59115630238854
33.998634025136234,71.50642446434516,,concrete,20,304.2564494527352
33.99869052344363,71.5079681868169,,concrete,20,345.66322637580174
33.99797033977659,71.50979527029494,,concrete,20,215.74675789924214
33.997635278791066,71.50864009187724,,concrete,20,212.64210400375174
33.99446014867385,71.50431537522319,,glass,12,1778.5621859137225
33.99468456890878,71.50426274273633,,wood,6,1083.5397044943813
33.994897066814715,71.5114963862998,,concrete,20,241.81061942055655
33.99347895537304,71.51119235331825,,concrete,20,351.48061529159804
34.00109604832767,71.51702623000241,,concrete,20,448.625852005695
34.00180170411473,71.51674864249684,,concrete,20,332.65901041726454
34.00166259971594,71.51649997164516,,concrete,20,347.728850965351
34.003036651905894,71.51561121872177,,concrete,20,295.20577416936203
34.002437340021686,71.5161639103217,,concrete,20,420.0826348039004
34.00370976186617,71.51538942054572,,concrete,20,455.57946711243926
34.00427124959108,71.51504999897956,,concrete,20,386.9317680938019
34.0047183,71.5351355,,concrete,20,1069.2991889805257
34.005365756749185,71.53643098123055,,concrete,20,1064.8517931112983
34.00418505,71.53554355,,concrete,20,1086.1892859215595
34.00451277742868,71.53622425303558,,concrete,20,1141.8728724758203
34.00487625,71.53689775,,concrete,20,1224.547007599001
34.00505,71.53579604999999,,concrete,20,1097.9844599703267
34.00028375,71.47782775,,concrete,20,1907.589167399115
34.00131005348041,71.47610026156752,42.58,concrete,20,388.9687033370373
34.00131005348041,71.47610026156752,49.71,concrete,20,388.9687033370373
34.00059161575733,71.47447799116308,,concrete,20,1043.4275234166332
34.001044851788976,71.47588355968422,42.58,concrete,20,730.006192453778
34.000788550200895,71.47618712865902,22.34,concrete,20,606.7712058925598
34.0006613986938,71.4772858912747,16.03,concrete,20,240.85215318899924
34.00088436159586,71.47652320040515,52.52,concrete,20,164.46955847358086
33.97395983833049,71.44269226821811,,concrete,20,3057.3461220368254
34.00180219244925,71.4776352759545,,concrete,20,785.4753010451377
34.00199991158836,71.47810827029961,,concrete,20,340.6068278227984
34.00221151445758,71.47800132461502,,concrete,20,177.46378380535958
33.984913222160166,71.4577840246682,,concrete,20,1492.294817147897
33.979265678490655,71.43870538849733,,concrete,20,1523.3219027286837
33.985134173222114,71.45744938241879,,concrete,20,797.7819227516185
33.9717765159574,71.44172074980031,,concrete,20,2315.419136795369
33.99083671222315,71.44616070180274,,concrete,20,1732.4022175298496
33.970131804108654,71.43756285024583,,concrete,20,14389.26565869915
33.97132760556019,71.43840603411505,,concrete,20,2923.4114198871403
33.96832465685014,71.4296514978393,,concrete,20,3234.6392604319894
33.978551272404985,71.43898019554925,,concrete,20,7669.082020358426
33.979137308615186,71.43949988004593,,concrete,20,2803.1539441804575
33.98410168219449,71.43789765482242,,concrete,20,2825.7036468409815
33.99079436494936,71.45039453803925,,concrete,20,2258.134158125278
33.981034310647274,71.45187940498568,,concrete,20,3669.2760804361396
33.981930897033166,71.45121787250586,,concrete,20,524.0422347030111
33.97559974597417,71.44329455090974,,concrete,20,502.2900263232927
33.97779163074272,71.43482879991943,,concrete,20,1170.077936260826
33.9784222163735,71.43977716137613,,concrete,20,224.9806232441467
34.000021137448364,71.47547453543302,,concrete,20,302.1279614809458
34.00013035,71.4740249,,wood,6,983.0783630210483
34.00121129188962,71.47837017555847,,concrete,20,1124.149891867471
34.00033695229132,71.47941321317843,,concrete,20,2647.416548957809
34.00130249599279,71.475615702196,,concrete,20,486.4818399529392
34.000780401744244,71.4756017008887,,concrete,20,735.1991616121625
34.00128279058789,71.47494970709762,,concrete,20,407.6373441246018
33.97550664295905,71.428596468769,,concrete,20,1343.6575791875548
34.0009055142085,71.4769921679882,,concrete,20,93.14128731721254
34.0403704,71.42079425000001,,concrete,20,967.4295831628718
33.9969853,71.46616,,concrete,20,364.02703659754326
34.02398640525162,71.47245447360767,,wood,6,362.86266530635413
34.023973,71.47222485,7.0,wood,6,357.7722400262428
34.00497301309325,71.51035596215948,,wood,6,123.41365127741724
34.00286984458372,71.48439182065984,,concrete,20,2774.032395577213
34.0035959,71.48326980000002,,concrete,20,576.1035076270347
34.0036366274762,71.47671857057368,,concrete,20,930.6276692488334
34.0009993018638,71.47523326161422,,concrete,20,622.3827101052361
34.00033139656602,71.48045162560341,,concrete,20,1360.0676190264721
34.00258722790337,71.47943450826213,,concrete,20,442.4826128217001
34.00366124561036,71.47755592622332,,concrete,20,309.04245548970846
34.003681128588944,71.47805015922339,,concrete,20,276.18571257393563
34.00441257353193,71.48140836760358,,concrete,20,2989.687234484869
34.00398623207621,71.48283334851693,,concrete,20,1763.609416811372
34.00357486785402,71.4820696705888,,concrete,20,1179.1772375749397
34.00362633372094,71.48264952912804,,concrete,20,400.5226280481419
34.00321705,71.48197915000002,,concrete,20,747.7605373502274
34.003286736779465,71.48242555682009,,concrete,20,552.993727776103
34.00265550000001,71.483584,,concrete,20,584.4967840882557
34.00088967338854,71.48373264459158,,concrete,20,372.07690138615857
34.00113558974738,71.48722117277705,,concrete,20,4190.441342273069
34.00006513176052,71.48718724566,,concrete,20,1472.731589430744
34.0004145780628,71.48737169387842,,concrete,20,307.1546695797046
33.99881026655209,71.49040117585088,,concrete,20,867.0958556396813
33.99884424259763,71.48932702997361,,concrete,20,714.6804325641517
33.99827978231768,71.48936035081213,,concrete,20,824.84952143497
33.99824427422489,71.49008320666657,,concrete,20,288.3163031556985
33.9985379,71.4887992,,concrete,20,567.2636700258544
33.99931249999999,71.4890119,,concrete,20,493.5494370998491
33.99940935,71.48875315000001,,concrete,20,1560.3105270678643
34.000843910173785,71.49006059843163,,concrete,20,3084.901064825092
34.0012995,71.49087775000001,,concrete,20,763.3139743537104
34.00216357654184,71.49023009419174,7.0,concrete,20,798.2794909988197
34.00262692421332,71.49026630626085,7.0,concrete,20,832.7368233898426
34.00389012417952,71.48758319205135,,concrete,20,5771.265033713973
34.004174780007446,71.48708370908011,,concrete,20,562.8918022152252
34.004662825583345,71.48710593461274,,concrete,20,437.5957629088698
34.00532859638658,71.48763385354766,,concrete,20,3067.2726565875982
34.0057921,71.4897369,,concrete,20,566.1525934808452
34.00691640920546,71.48739238521621,,concrete,20,2930.1303892047395
34.0065344,71.48820270000002,,concrete,20,622.3816209058513
34.01011745261265,71.4878291108025,10.5,concrete,20,4569.395264933786
34.0099372777144,71.48786109110063,,concrete,20,321.28275135044845
34.008445700867526,71.48562862829728,,concrete,20,2768.883578871449
34.00815630329743,71.48360360276939,,concrete,20,1212.699347094935
34.0068990072477,71.48823091927247,,concrete,20,2199.57537550593
34.00516560099402,71.48366166280759,,concrete,20,1427.6532107781848
34.00908097006302,71.48347889084926,,concrete,20,451.67374121923297
34.010813343818384,71.48489127403583,,concrete,20,1051.454678952257
34.01194773797575,71.48496132438547,,concrete,20,2311.5526288578253
34.011449973034054,71.48606906103369,,concrete,20,1443.349057362473
34.0132401,71.4915585,,concrete,20,2777.8394572365733
34.01337378290131,71.48965007379934,7.0,concrete,20,972.5638648612303
34.013372609612496,71.4900740784806,,concrete,20,2142.3641374547824
34.013342612929826,71.49046997780135,,concrete,20,608.6359704738984
34.014166004680035,71.49070732550985,,concrete,20,670.3135861138474
34.01436185,71.4907912,,concrete,20,703.0736291043265
34.01440616421736,71.49212502533372,,concrete,20,693.3178954678917
34.01122990717998,71.48481450127514,,concrete,20,403.87511925906733
34.01125427098116,71.48431632400802,,concrete,20,319.30801449550864
34.018966093207126,71.47908838450542,,concrete,20,4114.124908144488
34.0190996,71.48318935,,concrete,20,823.675491555959
34.018127204916,71.48757275103932,,concrete,20,1449.2172728682535
34.01797661453248,71.48693956478488,,concrete,20,1087.0005602458773
34.01857579672241,71.48767267471614,,concrete,20,535.509896073675
34.01607430796803,71.48779405411173,7.0,concrete,20,12026.82834677863
34.017362399999996,71.48855175,,concrete,20,304.60120475035313
33.97380076659778,71.4632933042611,,glass,12,692.2983402533189
33.97400675452753,71.46479828123745,,glass,12,695.1894837333335
33.97464337459926,71.47184392046223,,concrete,20,1153.3578346621769
33.97464052776704,71.47091904786166,,concrete,20,724.7708739153495
33.97417322410204,71.47208510765067,,concrete,20,1138.2009793516838
33.97598084174687,71.47176800295469,,concrete,20,1037.4623788501858
33.975550000000005,71.4702674,,concrete,20,452.2837992426445
